Category,Name,Quantity,Price,Discount,OriginalPrice,PricePerVolume,OriginalPricePerVolume
Milk Powder-Adult,Dutch Lady Milk UHT Pure Farm Low Fat 1L,1,5.29,-18,6.49,5.3,6.5
Milk Powder-Adult,DI HUANG Dark Chocolate With Golden Butter Milk Moon Cake,0.18,15.84,-20,19.8,88,110
Milk Powder-Adult,New Zealand Natural Matcha Milk Chocolate Premium Ice Cream,0.48,36.35,0,36.35,75.7,75.7
Milk Powder-Adult,Anmum Materna Formulated Chocolate Flavoured Milk (42g x 9),2.644787644787645,25.9,0,25.9,68.5,68.5
Milk Powder-Adult,Cadbury Marvellous Creations Jelly Popping Candy Dairy Milk Chocolate,0.15,9.29,0,9.29,61.9,61.9
Milk Powder-Adult,Cadbury Marvellous Creations Peanut Toffee Cookie Dairy Milk Chocolate,0.15,9.29,0,9.29,61.9,61.9
Milk Powder-Adult,Home Soy Instant Soya Milk With Multigrain (10 x 32g),0.32,10.43,-14,12.19,32.6,37.9
Milk Powder-Adult,Dutch Lady Milk Pasteurised Pure Farm Low Fat 1L,1,6.8,-10,7.55,6.8,7.6
Milk Powder-Adult,Fernleaf Calci Yum Choco-Berry Flavour Cultured Milk Food,4.157303370786517,4.45,0,4.45,18.5,18.5
Milk Powder-Adult,Wonda Premium Extra Presso Milk Coffee Drink (4 Cans),1.037037037037037,6.75,-21,8.55,7,8.9
Milk Powder-Adult,Jordan Step 1 Milk Teeth Toothpaste (0-5 Years),0.075,8.9,0,8.9,118.7,118.7
Milk Powder-Adult,MU'MIN Junior Hair And Body Shampoo,0.3,8.89,0,8.89,29.6,29.6
Milk Powder-Adult,MAREAH FOREVER Spa Shower Cream Goat's Milk With UV White 2L,2,10.43,-14,12.19,5.2,6
Milk Powder-Adult,Shazz Delight Luxury Traditional Recipe Assorted Premium Milk Sugee Cookies,0.2,14.9,0,14.9,74.5,74.5
Milk Powder-Adult,Wall's Stick Asian Delight Tealive Bubble Milk Tea Ice Cream,0.063,2.2,0,2.2,34.9,34.9
Milk Powder-Adult,Mead Johnson Nutrition Enfalac A+ Formulated Milk Step 2 (4 Pieces),0.41654778887303856,280.4,0,280.4,116.8,116.8
Milk Powder-Adult,Veet Hair Removal Cream - Lotus Milk & Jasmine Fragrance -Normal Skin,0.025,6.5,0,6.5,260,260
Milk Powder-Adult,Friso Gold Step 3 for 1-3 Years Children Milk Formula,0.9,65.74,-12,74.7,73,83
Milk Powder-Adult,Anlene UHT Recombined Low Fat Milk (Chocolate Flavour) (4 Packs),1.3876967095851214,6.99,0,6.99,9.7,9.7
Milk Powder-Adult,Nivea Intensive Moisture Vitamin E & Grape Seed Oil Milk Body Lotion,0.125,9.4,0,9.4,75.2,75.2
Milk Powder-Adult,Dutch Lady Milk UHT Pure Farm Low Fat 6 x 200ml,0.8353510895883778,8.26,-11,9.3,6.9,7.8
Milk Powder-Adult,Yakult Double Pack Yakult Less Sugar Ace Light Cultured Milk Drink,1.2500000000000002,7.84,-20,9.79,9.8,12.3
Milk Powder-Adult,Dutch Lady Pure Farm Milk UHT Combo Kurma 6 x 200ml,0.8353510895883778,8.26,-11,9.3,6.9,7.8
Milk Powder-Adult,Vitagen Less Sugar Orange Flavoured Cultured Milk (5 Packet x 125ml),1.595505617977528,4.45,-5,4.69,7.1,7.5
Milk Powder-Adult,Vitagen Less Sugar Grape Flavoured Cultured Milk (5 Packets x 125ml),1.595505617977528,4.45,-5,4.69,7.1,7.5
Milk Powder-Adult,"Pedigree Dog Dry Food Puppy  Chicken, Egg & Milk  2.7KG Dog Food",2.7,27.2,0,27.2,10.1,10.1
Milk Powder-Adult,Fonterra Fernleaf Calci Yum Strawberry Flavour & Mango Flavour Cultured Milk Food,4.157303370786517,4.45,0,4.45,18.5,18.5
Milk Powder-Adult,Vitagen Less Sugar LB Flavoured Cultured Milk (5 Packet x 125ml),1.595505617977528,4.45,-5,4.69,7.1,7.5
Milk Powder-Adult,Vitagen Twin Pack Cultured Milk Drink (2 X 5 Pieces) Assorted Flavour,0.8009422850412249,8.49,0,8.49,6.8,6.8
Milk Powder-Adult,Vitagen Twin Pack Cultured Milk Drink Less Sugar (2x5's) Assorted Flavour,0.8041958041958043,8.58,-4,8.95,6.9,7.2
Milk Powder-Infant,Dutch Lady Milk Powder Infant 0-12 Months,0.9,27.99,0,27.99,31.1,31.1
Milk Powder-Infant,ENFALAC A+ + + + Step 1 Infant Formula Milk Powder,1.8,234.5,0,234.5,130.3,130.3
Milk Powder-Infant,ENFALAC A+ + + Step 1 Infant Formula Milk Powder,0.6,79.99,0,79.99,133.3,133.3
Milk Powder-Infant,S-26 SMA Step 1 Infant Formula Milk Powder,0.6,53.99,0,53.99,90,90
Milk Powder-Infant,S-26 Gold Infant Formula Step 1 Milk Powder,0.6,77.99,0,77.99,130,130
Milk Powder-Infant,S-26 SMA Step 1 Infant Formula Milk Powder,1,102.4,0,102.4,102.4,102.4
Milk Powder-Infant,S-26 Gold Infant Formula Step 1 Milk Powder,1.8,216.99,0,216.99,120.6,120.6
Milk Powder-Infant,Enfalac A+ Infant Formula,2.4,300.49,0,300.49,125.2,125.2
Milk Powder-Infant,Nestlé EveryDay Milk Powder,1.6,39.88,-8,43.4,24.9,27.1
Milk Powder-Infant,Nestlé EveryDay Milk Powder,0.55,18.7,0,18.7,34,34
Milk Powder-Infant,Nestlé EveryDay Milk Powder,1,26.1,0,26.1,26.1,26.1
Milk Powder-Infant,Lactogrow 4 Milk Powder,0.65,23.49,0,23.49,36.1,36.1
Milk Powder-Infant,Lactogrow 3 Milk Powder,0.65,24.89,0,24.89,38.3,38.3
Milk Powder-Infant,Akasa Instant Coconut Milk Powder,0.05,1.1,0,1.1,22,22
Milk Powder-Infant,Johnson's Baby Powder Milk + Rice,0.5,11.69,0,11.69,23.4,23.4
Milk Powder-Infant,Lactogen 1 Infant Formula,0.65,24.09,0,24.09,37.1,37.1
Milk Powder-Infant,Nestlé Omega Plus Milk Powder,1,40.54,-6,42.9,40.5,43.1
Milk Powder-Infant,Enfamama A+ Enfamama A+ Vanilla Milk Powder,0.9,66.25,0,66.25,73.6,73.6
Milk Powder-Infant,FONTERRA Anlene Regular Milk Powder,1,30.51,-6,32.55,30.5,32.4
Milk Powder-Infant,FONTERRA Fernleaf Nutritious Milk Powder,0.55,14.1,0,14.1,25.6,25.6
Milk Powder-Infant,Enfagrow A+ S3 Original Milk Powder,2.4,208.5,0,208.5,86.9,86.9
Milk Powder-Infant,Enfagrow A+ S3 Original Milk Powder,1.7,157.55,0,157.55,92.7,92.7
Milk Powder-Infant,Enfagrow A+ S3 Vanilla Milk Powder,1.7,157.55,0,157.55,92.7,92.7
Milk Powder-Infant,Enfagrow A+ S4 Vanilla Milk Powder,2.4,183.2,0,183.2,76.3,76.3
Milk Powder-Infant,Enfagrow A+ S4 Original Milk Powder,2.4,183.2,0,183.2,76.3,76.3
Milk Powder-Infant,Anlene Gold Milk Powder 1KG,1,32.44,-15,38.2,32.4,38.1
Milk Powder-Infant,ENFALAC A+ + + + Post Discharge Milk Powder,0.9,140.5,0,140.5,156.1,156.1
Milk Powder-Infant,Nestle Lactogan 1 Milk Powder,0.65,25.99,0,25.99,40,40
Milk Powder-Infant,FONTERRA Low Fat Milk Powder,0.6,20.2,0,20.2,33.7,33.7
Milk Powder-Infant,Anlene Heart-Plus Milk Powder,0.8,39.99,0,39.99,50,50
Milk Powder-Infant,Lactogrow 3 Formula Milk Powder,1.3,39.96,-9,43.8,30.7,33.7
Milk Powder-Infant,Abbott Ensure Gold Milk Powder,0.85,98,0,98,115.3,115.3
Milk Powder-Infant,Enfagrow A+ S4 Vanilla Milk Powder,1.7,138.9,0,138.9,81.7,81.7
Milk Powder-Infant,FONTERRA Fernleaf Nutritious Milk Powder,1.8,35.51,-15,41.99,19.7,23.2
Milk Powder-Infant,Nestle Omega Plus Milk Powder,0.6,28.15,0,28.15,46.9,46.9
Milk Powder-Infant,Lactogrow 4 Formula Milk Powder,1.3,39.89,-8,43.49,30.7,33.4
Milk Powder-Infant,Enfagrow A+ S4 Original Milk Powder,1.7,138.9,0,138.9,81.7,81.7
Milk Powder-Infant,Abbott Ensure Gold Milk Powder,0.85,97.99,0,97.99,115.3,115.3
Milk Powder-Infant,FONTERRA Anmum Materna Milk Powder,0.65,39.6,0,39.6,60.9,60.9
Milk Powder-Infant,FONTERRA Chocolate Flavoured Milk Powder,0.6,20.2,0,20.2,33.7,33.7
Milk Powder-Infant,Enfagrow A+ S5 Original Milk Powder,1.7,129.3,0,129.3,76.1,76.1
Milk Powder-Infant,Lactogen Step 2 Milk Powder,0.048,25.99,0,25.99,541.5,541.5
Milk Powder-Infant,Rasa Enak Coconut Milk Powder,0.045,1.39,0,1.39,30.9,30.9
Milk Powder-Infant,Frisolac Step 1 Infant Formula,0.6,74.75,0,74.75,124.6,124.6
Milk Powder-Infant,Frisolac Step 1 Infant Formula,0.6,74.75,0,74.75,124.6,124.6
Milk Powder-Infant,ANMUM ESSENTIAL Infacare Infant Formula,0.9,108,0,108,120,120
Milk Powder-Infant,Cerelac Wheat & Honey Infant Cereal,0.5,14.59,0,14.59,29.2,29.2
Milk Powder-Infant,ENFALAC Step 2 Milk Powder For Baby,0.6,51.25,0,51.25,85.4,85.4
Milk Powder-Infant,FONTERRA Fernleaf Reduced Fat Milk Powder,0.9,22,0,22,24.4,24.4
Milk Powder-Infant,FONTERRA Fernleaf A Full Cream Milk Powder,0.55,17.8,0,17.8,32.4,32.4
Milk Powder-Infant,AptaGro Step 3 Formulated Milk Powder,0.6,56.99,0,56.99,95,95
Milk Powder-Infant,ENFAGROW A+ + + Step 4 Vanilla Milk Powder,0.6,48,0,48,80,80
Milk Powder-Infant,FONTERRA Anlene Original Flavour Milk Powder,0.6,22.65,0,22.65,37.8,37.8
Milk Powder-Infant,Friso Gold Step 4 Milk Powder,0.9,181.9,0,181.9,202.1,202.1
Milk Powder-Infant,Organic Chateu Organic Soy Milk Powder,0.4,41.99,0,41.99,105,105
Milk Powder-Infant,ENFALAC Step 1 Milk Powder For Baby,0.6,54.3,0,54.3,90.5,90.5
Milk Powder-Infant,ENFAGROW A+ + + Step 3 Vanilla Milk Powder,0.6,54.79,0,54.79,91.3,91.3
Milk Powder-Infant,Pediasure Vanilla Flavour Formula Milk Powder,1.6,166.15,0,166.15,103.8,103.8
Milk Powder-Infant,Enfagrow Step 3 Plain Milk Powder,0.6,54.79,0,54.79,91.3,91.3
Milk Powder-Infant,FONTERRA Fernleaf Full Cream Milk Powder,1.8,47.68,-1,47.99,26.5,26.8
Milk Powder-Infant,Pediasure Vanilla Flavour Formula Milk Powder,0.85,92.6,0,92.6,108.9,108.9
Milk Powder-Infant,Pediasure OHT Chocolate Formula Milk Powder,0.85,92.6,0,92.6,108.9,108.9
Milk Powder-Infant,Enfalac A+ Step 2 Baby Milk Powder,1.8,218.8,0,218.8,121.6,121.6
Milk Powder-Infant,Enfalac A+ Step 2 Baby Milk Powder,0.555419383303103,203.99,0,203.99,113.3,113.3
Milk Powder-Infant,Friso Gold Step 3 Milk Powder,0.9,208.9,0,208.9,232.1,232.1
Milk Powder-Infant,Cerelac Infant Cereal Rice & Chicken 250G,0.25,11.69,0,11.69,46.8,46.8
Milk Powder-Infant,Cerelac Wheat Honey Infant Cereal 500G,0.5,14.59,0,14.59,29.2,29.2
Milk Powder-Infant,Frisomum Gold The Start Step 0 Milk Powder,0.9,50.39,-3,51.99,56,57.7
Milk Powder-Infant,Dugro 3 Honey Formulated Milk Powder 850g,0.85,21.51,-10,23.99,25.3,28.1
Milk Powder-Infant,Dugro 5 Regular Formulated Milk Powder 850g,0.85,21.51,-10,23.99,25.3,28.1
Milk Powder-Infant,Dugro 4 Regular Formulated Milk Powder 850g,0.85,21.51,-10,23.99,25.3,28.1
Milk Powder-Infant,Mamil Step 3 Formulated Milk Powder 1.7kg,1.7,105.25,0,105.25,61.9,61.9
Milk Powder-Infant,Isomil Plus Soy-Based Formula Milk Powder,0.85,77,0,77,90.6,90.6
Milk Powder-Infant,Dupro Step 1 Baby Milk Powder 850g,0.85,26.45,0,26.45,31.1,31.1
Milk Powder-Infant,Dugro Chocolate Flavour Nutritious Milk Powder 850g,0.85,25.06,-10,27.7,29.5,32.8
Milk Powder-Infant,Mamil Step 4 Formulated Milk Powder 1.7kg,1.7,99.8,0,99.8,58.7,58.7
Milk Powder-Infant,Anmum Essential Step 3 Plain Milk Powder,0.55,37.4,0,37.4,68,68
Milk Powder-Infant,Dumex Mamex Explore 2 Regular Milk Powder,0.6,56.9,0,56.9,94.8,94.8
Milk Powder-Infant,Abbott Glucerna Classic Vanilla Formulated Milk Powder,0.85,105.49,0,105.49,124.1,124.1
Milk Powder-Infant,Similac 2 Gold Baby Formula Milk Powder,0.9,99.39,0,99.39,110.4,110.4
Milk Powder-Infant,DKE Pure Goat Milk Powder (15 Sachets),0.27,23.53,0,23.53,87.1,87.1
Milk Powder-Infant,S-26 Gold Promise Children's Milk Powder,2.4,164.99,0,164.99,68.7,68.7
Milk Powder-Infant,Mamex Step 1 Baby Milk Powder 1.7kg,1.7,156.9,0,156.9,92.3,92.3
Milk Powder-Infant,Dugro 4 Multigrains Formulated Milk Powder 850g,0.85,31.65,0,31.65,37.2,37.2
Milk Powder-Infant,Lactokid 4-6 Years Formulated Milk Powder,0.9,24.29,0,24.29,27,27
Milk Powder-Infant,Lactokid 1-3 Years Formulated Milk Powder,0.9,25.75,0,25.75,28.6,28.6
Milk Powder-Infant,Dugro 5 Honey Formulated Milk Powder 850g,0.85,21.51,-10,23.99,25.3,28.1
Milk Powder-Infant,Dugro 3 Regular Formulated Milk Powder 850g,0.85,21.51,-10,23.99,25.3,28.1
Milk Powder-Infant,Dugro 4 Honey Formulated Milk Powder 850g,0.85,21.51,-10,23.99,25.3,28.1
Milk Powder-Infant,Abbott Ensure Gold Vanilla Flavour Milk Powder,0.4,47.15,0,47.15,117.9,117.9
Milk Powder-Infant,SUPER BEST Goat Milk Powder (15 Sachets),3.333333333333333,23.85,0,23.85,79.5,79.5
Milk Powder-Infant,Nankid Optipro HA 3 Formula Milk Powder,0.8,87.69,0,87.69,109.6,109.6
Milk Powder-Infant,Mead Johnson Enfagrown A+ Step 4 Milk Powder,0.6,48,0,48,80,80
Milk Powder-Infant,Dugro 3 Multigrains Formulated Milk Powder 850g,0.85,31.65,0,31.65,37.2,37.2
Milk Powder-Infant,Anmum Essential Step 4 Plain Milk Powder,0.55,35.25,0,35.25,64.1,64.1
Milk Powder-Infant,Enfamama A+ Maternal & Lactating Chocolate Flavoured Milk Powder,0.9,66.25,0,66.25,73.6,73.6
Milk Powder-Infant,Dumex Mamex Cherish 1 Regular Milk Powder,0.6,56.9,0,56.9,94.8,94.8
Milk Powder-Infant,Nestle Nan Pro Infant Formula Step 1,0.6,70.59,0,70.59,117.7,117.7
Milk Powder-Infant,FONTERRA Anmum Infacare Step 1 Infant Formula,0.65,70.39,0,70.39,108.3,108.3
Milk Powder-Infant,Nutricia Aptagro Step 4 Formulated Milk Powder 1.2kg,1.2,90.22,-6,95.49,75.2,80
Milk Powder-Infant,Anmum Essential Step 4 Plain Milk Powder 15kg,1.5,95.2,0,95.2,63.5,63.5
Milk Powder-Infant,Dugro 4 Fruit & Veg Formulated Milk Powder 850g,0.85,31.65,0,31.65,37.2,37.2
Milk Powder-Infant,Dutch Lady Milk Powder GUM 456 Honey 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Dutch Lady Milk Powder GUM 456 Plain 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Dutch Lady Milk Powder GUM 123 Chocolate 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Frisolac Follow Up Formula Step 2 Milk Powder,0.6,71.99,0,71.99,120,120
Milk Powder-Infant,S-26 Promise Step 4 Formula Milk Powder,2,89.99,0,89.99,45,45
Milk Powder-Infant,Dutch Lady Milk Powder GUM 6+ Chocolate 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Dugro 5 Fruit & Veg Formulated Milk Powder 850g,0.85,31.65,0,31.65,37.2,37.2
Milk Powder-Infant,Similac Gold Step 1 Baby Formula Milk Powder,0.6,66.99,0,66.99,111.6,111.6
Milk Powder-Infant,Similac Mom. For Pregnant And Lactating Moms Formula Milk Powder,0.9,32.99,0,32.99,36.7,36.7
Milk Powder-Infant,Similac Gold Step 2 Baby Formula Milk Powder,0.6,51.99,0,51.99,86.7,86.7
Milk Powder-Infant,Dutch Lady Milk Powder GUM 456 Chocolate 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Nutricia Aptagro Step 3 Formulated Milk Powder 1.2kg,1.2,101.72,-7,108.99,84.8,91.2
Milk Powder-Infant,Fonterra Anmum Essential Step 3  Formulated Milk Powder,1.5,103.5,0,103.5,69,69
Milk Powder-Infant,Dutch Lady Milk Powder GUM 123 Honey 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Dutch Lady Milk Powder GUM 123 Plain 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Dutch Lady Milk Powder GUM 6+ Plain 900g,0.9,19.71,-14,22.95,21.9,25.5
Milk Powder-Infant,Dugro 3 Fruit & Veg Formulated Milk Powder 850g,0.85,31.65,0,31.65,37.2,37.2
Milk Powder-Infant,MEAD JOHNSON Enfagrow A+Step 5 Original Milk Powder,0.6,44.8,0,44.8,74.7,74.7
Milk Powder-Infant,S-26 Promise Step 4 Formula Milk Powder,0.6,33,0,33,55,55
Milk Powder-Infant,S-26 Progress Step 3 Formulated Milk Powder,0.6,34.99,0,34.99,58.3,58.3
Milk Powder-Infant,S-26 Gold Progress Step 3 Formulated Milk Powder,2.4,190.99,0,190.99,79.6,79.6
Milk Powder-Infant,Similac Gold Gain Kid Step 4 Formula Milk Powder,1.8,121.69,0,121.69,67.6,67.6
Milk Powder-Infant,ENFALAC A+ + + + Step 2 Follow Up Formula Baby Milk Powder,0.6,74.99,0,74.99,125,125
Milk Powder-Infant,Johnsons Baby Powder,0.2,6.69,0,6.69,33.5,33.5
Milk Powder-Infant,OXY Powder Face Lotion,0.15,16.9,0,16.9,112.7,112.7
Milk Powder-Infant,Faiza Beriani Powder,0.22,9.19,0,9.19,41.8,41.8
Milk Powder-Infant,Alagappa's Fennel Powder,0.1,3.45,0,3.45,34.5,34.5
Milk Powder-Infant,Alagappa's Kaskas Powder,0.075,5.65,0,5.65,75.3,75.3
Milk Powder-Infant,Hexa Mustard Powder,0.04,4.29,0,4.29,107.2,107.2
Milk Powder-Infant,Alagappa's Coriander Powder,0.23,5.39,0,5.39,23.4,23.4
Milk Powder-Infant,A1 Chilli Powder,0.125,2.29,0,2.29,18.3,18.3
Milk Powder-Infant,Hexa Ginger Powder,0.04,3.65,0,3.65,91.2,91.2
Milk Powder-Infant,Alagappa's Chilly Powder,0.015,0.89,0,0.89,59.3,59.3
Milk Powder-Infant,Faiza Chilli Powder,0.125,3.2,0,3.2,25.6,25.6
Milk Powder-Infant,Johnson's Baby Powder,0.5,10.75,0,10.75,21.5,21.5
Milk Powder-Infant,Similac Gold Gain Plus Step 3 Formula Milk Powder,1.8,134.69,0,134.69,74.8,74.8
Milk Powder-Infant,Similac Gold Gain Plus Step 3 Formula Milk Powder,0.6,46.99,0,46.99,78.3,78.3
Milk Powder-Infant,Similac Gold Gain Kid Step 4 Formula Milk Powder,0.6,42.59,0,42.59,71,71
Milk Powder-Infant,Dutch Lady Milk Powder Follow-on Formula 6-18 Months,0.9,27.99,0,27.99,31.1,31.1
Milk Powder-Infant,Faiza Kurma Powder,0.22,5.49,0,5.49,25,25
Milk Powder-Infant,Faiza Bukhari Powder,0.25,13.55,0,13.55,54.2,54.2
Milk Powder-Infant,Hexa Paprika Powder,0.03,4.25,0,4.25,141.7,141.7
Milk Powder-Infant,Hexa Nutmeg Powder,0.03,4.79,0,4.79,159.7,159.7
Milk Powder-Infant,Faiza Soup Powder,0.22,5.49,0,5.49,25,25
Milk Powder-Infant,Alagappa's Chilli Powder,1,25.99,0,25.99,26,26
Milk Powder-Infant,Alagappa's Cumin Powder,0.1,4.25,0,4.25,42.5,42.5
Milk Powder-Infant,Alagappa's Chilly Powder,0.25,6.55,0,6.55,26.2,26.2
Milk Powder-Infant,Friso Friso Gold Step 3 Young Explorer Formulated Milk Powder,1.2,95.5,0,95.5,79.6,79.6
Milk Powder-Infant,Dumex Mamil Active 4 Formulated Milk Powder  (4-6 Years),0.6,36.29,0,36.29,60.5,60.5
Milk Powder-Infant,S-26 Promil Step 2 Follow-Up Formula Milk Powder,0.6,50.99,0,50.99,85,85
Milk Powder-Infant,S-26 Promil Step 2 Follow-Up Formula Milk Powder,1,96.99,0,96.99,97,97
Milk Powder-Infant,Tesco Milk Chocolat,0.25,4.99,0,4.99,20,20
Milk Powder-Infant,Just Milk Strawberry Flavoured Milk,1,5.24,-15,6.2,5.2,6.1
Milk Powder-Infant,Friso Gold Step 3 Milk Powder For Kids (1 - 3 Years Old),0.6,45.2,0,45.2,75.3,75.3
Milk Powder-Infant,Tesco Cinnamon Powder,0.08,3.89,0,3.89,48.6,48.6
Milk Powder-Infant,Baba's Turmeric Powder,0.125,2.5,-7,2.69,20,21.5
Milk Powder-Infant,Baba's Coriander Powder,0.25,4.09,0,4.09,16.4,16.4
Milk Powder-Infant,Tesco Fennel Powder,0.08,1.59,0,1.59,19.9,19.9
Milk Powder-Infant,Adabi Rendang Powder,0.03,1.05,0,1.05,35,35
Milk Powder-Infant,Baba's Turmeric Powder,0.025,1,0,1,40,40
Milk Powder-Infant,Adabi Soup Powder,0.25,6.69,0,6.69,26.8,26.8
Milk Powder-Infant,Tesco Turmeric Powder,0.08,1.79,0,1.79,22.4,22.4
Milk Powder-Infant,Sertwo Tayammum Powder,0.03,11.39,0,11.39,379.7,379.7
Milk Powder-Infant,ABC Detergent Powder,1,20.7,0,20.7,20.7,20.7
Milk Powder-Infant,Tesco Custard Powder,0.3,1.99,0,1.99,6.6,6.6
Milk Powder-Infant,Mccormick Garlic Powder,0.05,13.31,-3,13.76,266.2,274.4
Milk Powder-Infant,Adabi Briyani Powder,0.1,3.35,0,3.35,33.5,33.5
Milk Powder-Infant,Adabi Soup Powder,0.02,1.49,0,1.49,74.5,74.5
Milk Powder-Infant,Adabi Soup Powder,0.024,1.35,0,1.35,56.2,56.2
Milk Powder-Infant,Agnesia Antibacterial Powder,0.1,6.16,-9,6.8,61.6,67.7
Milk Powder-Infant,Daia Softergent Powder,2,11.51,-17,13.95,5.8,7
Milk Powder-Infant,Baba's Rasam Powder,0.125,3.09,0,3.09,24.7,24.7
Milk Powder-Infant,Baba's Turmeric Powder,0.25,4.89,0,4.89,19.6,19.6
Milk Powder-Infant,Rexona Women Powder Dry Spray Deodorant 150 ml,0.15,15.4,0,15.4,102.7,102.7
Milk Powder-Infant,JESS Mango Buttermilk Powder,0.2,5.4,0,5.4,27,27
Milk Powder-Infant,Zip Multipurpose Scouring Powder,0.75,3.3,-11,3.7,4.4,4.9
Milk Powder-Infant,Faiza Meat Curry Powder,0.22,4.39,0,4.39,20,20
Milk Powder-Infant,Persil Detergent Powder 5kg,5,42.9,0,42.9,8.6,8.6
Milk Powder-Infant,JESS Chocolate Buttermilk Powder,0.2,5.4,0,5.4,27,27
Milk Powder-Infant,Rose Bee Chilli Powder,0.05,1.9,0,1.9,38,38
Milk Powder-Infant,A1 Meat Curry Powder,0.25,3.49,0,3.49,14,14
Milk Powder-Infant,JESS Strawberry Buttermilk Powder,0.2,5.4,0,5.4,27,27
Milk Powder-Infant,Tok Ma Kerutub Powder,0.25,6.39,0,6.39,25.6,25.6
Milk Powder-Infant,Dr. Oetker Cocoa Powder,0.03,2.69,0,2.69,89.7,89.7
Milk Powder-Infant,Adabi Fish Curry Powder,1,16.89,0,16.89,16.9,16.9
Milk Powder-Infant,Alagappa's Meat Curry Powder,0.25,5.95,0,5.95,23.8,23.8
Milk Powder-Infant,Baba's Fish Curry Powder,1,18.69,0,18.69,18.7,18.7
Milk Powder-Infant,Cerelac 6+ Months Infant Cereal Rice & Mixed Vegetables Baby Food,0.25,11.69,0,11.69,46.8,46.8
Milk Powder-Infant,Alagappa's Fish Curry Powder,0.025,1.19,0,1.19,47.6,47.6
Milk Powder-Infant,Faiza Fish Curry Powder,0.22,4.39,0,4.39,20,20
Milk Powder-Infant,Rexona Women Powder Dry Roll On Deodorant 50 ml,0.05,9.9,0,9.9,198,198
Milk Powder-Infant,Johnson's Bossum (Baby Powder),0.45,10.75,0,10.75,23.9,23.9
Milk Powder-Infant,Kara Coconut Cream Powder,0.05,2.35,0,2.35,47,47
Milk Powder-Infant,Faiza Turmeric Powder (Blended),0.125,3.2,0,3.2,25.6,25.6
Milk Powder-Infant,BUNGA RAYA Baking Powder,0.05,3.45,0,3.45,69,69
Milk Powder-Infant,A1 Fish Curry Powder,0.25,3.49,0,3.49,14,14
Milk Powder-Infant,Ladaku White Pepper Powder,0.03,7.29,0,7.29,243,243
Milk Powder-Infant,Alagappa's Fish Curry Powder,1,21.65,0,21.65,21.6,21.6
Milk Powder-Infant,Baba's Meat Curry Powder,1,18.69,0,18.69,18.7,18.7
Milk Powder-Infant,Alagappa's Meat Curry Powder,0.025,1.19,0,1.19,47.6,47.6
Milk Powder-Infant,Alagappa's Fish Curry Powder,0.25,5.95,0,5.95,23.8,23.8
Milk Powder-Infant,Alagappa's Kurma Curry Powder,0.2,6.9,0,6.9,34.5,34.5
Milk Powder-Infant,Agnesia Antibacterial Lavender Heat Powder,0.1,6.16,-9,6.8,61.6,67.7
Milk Powder-Infant,Mak Siti Chili Powder,0.1,3.09,0,3.09,30.9,30.9
Milk Powder-Infant,Alagappa's Meat Curry Powder,1,21.65,0,21.65,21.6,21.6
Milk Powder-Infant,VOCHELLE Dairy Milk Chocolate,0.18,7.29,-14,8.49,40.5,47.1
Milk Powder-Infant,AKASA Coconut Milk,0.2,2.1,-16,2.49,10.5,12.5
Milk Powder-Infant,Nestle Just Milk Full Cream Milk,1,5.21,-14,6.09,5.2,6
Milk Powder-Infant,Farmhouse Fresh Milk Drink,1,6.11,-35,9.4,6.1,9.4
Milk Powder-Infant,Mars 5 Snack Thick Mlik Chocolate,0.18,8.23,-10,9.19,45.7,50.8
Milk Powder-Infant,RASAKU Original Coconut Milk,1,10.35,0,10.35,10.3,10.3
Milk Powder-Infant,MAY Milk Luxury Bar Soap (3 Bar),3.90625,3.2,0,3.2,12.5,12.5
Milk Powder-Infant,NUBIAN Goat'S Milk Drink,0.2,5.6,0,5.6,28,28
Milk Powder-Infant,Mars Milk Chocolate,0.053,3.59,0,3.59,67.7,67.7
Milk Powder-Infant,Ovaltine Malted Milk,0.3,14.15,0,14.15,47.2,47.2
Milk Powder-Infant,Pokka Melon Milk,1,5.55,0,5.55,5.6,5.6
Milk Powder-Infant,Daia Excellent Washing Powder Colour Shield Detergent Powder 2.3KG,2.3,11.51,-17,13.95,5,6
Milk Powder-Infant,Kinder Joy Bueno With Milk & Hazelnuts Milk Chocolate,23.25814536340852,3.99,0,3.99,92.8,92.8
Milk Powder-Infant,Hershey's Kisses Creamy Milk Chocolate With Milk 146g,0.146,13.99,0,13.99,95.8,95.8
Milk Powder-Infant,Adabi Turmeric Powder (Blended),0.25,5.39,0,5.39,21.6,21.6
Milk Powder-Infant,Adabi Fish Curry Powder,0.024,1.15,0,1.15,47.9,47.9
Milk Powder-Infant,Fab Antibacterial Powder Detergent,2.1,12.7,-9,13.9,6,6.6
Milk Powder-Infant,Adabi Turmeric Powder (Blended),0.1,2.04,-20,2.55,20.4,25.5
