Category,Name,Quantity,Price,Discount,OriginalPrice,PricePerVolume,OriginalPricePerVolume
Chocolate,Cadbury Dairy Milk Oreo Chocolate Bar,0.13,9.99,0,9.99,76.8,76.8
Chocolate,Cookie Crisp Chocolate Chip Breakfast Cereal,0.33,10.44,-12,11.8,31.6,35.9
Chocolate,Lindt Excellence 85% Cocoa Dark Chocolate,0.1,14.5,-14,16.9,145,168.6
Chocolate,Munchy's Lexus Chocolate Crackers (10 Sachets),0.19,5.03,-16,5.99,26.5,31.5
Chocolate,Ritter Sport Cocoa Selection Milk Chocolate,0.1,11.99,0,11.99,119.9,119.9
Chocolate,CHIPS MORE Double Chocolate Chips Cookies,0.163,3.79,0,3.79,23.3,23.3
Chocolate,MINI OREO Original Chocolate Sandwich Cookies,0.023,1.05,0,1.05,45.7,45.7
Chocolate,Lindt Swiss Classic Hazelnuts Dark Chocolate,0.1,12.99,0,12.99,129.9,129.9
Chocolate,Tiger Chocolate Biscuits Value Pack 7,0.42,5.99,0,5.99,14.3,14.3
Chocolate,Cadbury Dairy Milk Oreo Chocolate Bar,24.98607242339833,3.59,0,3.59,89.7,89.7
Chocolate,Nona Chocolate Banana Flavoured Mug Cake,0.05,1.69,0,1.69,33.8,33.8
Chocolate,Oreo Double Stuff Chocolate Sandwich Cookies,0.1524,2.99,0,2.99,19.6,19.6
Chocolate,Lady's Choice Peanut Butter Choc Stripe 175g,0.175,6.18,-9,6.79,35.3,38.8
Chocolate,Julie's Oat 25 Added With Hazelnuts & Chocolate Chips,0.3,8,0,8,26.7,26.7
Chocolate,Lady's Choice Peanut Butter Choc Stripe 350g,0.35,12.5,0,12.5,35.7,35.7
Chocolate,Tesco Everyday Value Chocolate Flavoured Breakfast Cereal,0.7,6.65,0,6.65,9.5,9.5
Chocolate,M&M Fun Size Milk Chocolate Candies 202.5G,0.2025,13.09,0,13.09,64.6,64.6
Chocolate,Toblerone Swiss Milk Chocolate With Honey And Almond Nougat,0.1,7.79,0,7.79,77.9,77.9
Chocolate,Oreo Dark And White Chocolate Cream Sandwich Cookies,0.27,5.8,-3,5.99,21.5,22.2
Chocolate,Munchy's Lexus Chocolate Cream Cracker (12 Pieces),0.456,8.77,-7,9.45,19.2,20.6
Chocolate,Cadbury Roast Almond Dairy Milk Chocolate Bar,0.1,6.39,0,6.39,63.9,63.9
Chocolate,Cadbury Black Forest Dairy Milk Chocolate Bar,0.1,6.39,0,6.39,63.9,63.9
Chocolate,Grinny Cream Filled Bite Double Chocolate Flavored,0.03,1.2,-60,2.99,40,100
Chocolate,Kellog's Nutty Chocolate Cereal Bar (4 Pieces),0.03,10.99,0,10.99,366.3,366.3
Chocolate,Toblerone Swiss Milk Chocolate With Honey And Almond Nougat,0.05,4.65,0,4.65,93,93
Chocolate,Munchy's Lexus Chocolate Cream Cookies (20 Sachets),0.5,8.76,-7,9.4,17.5,18.8
Chocolate,Kinder Joy Bueno With Milk & Hazelnuts Milk Chocolate,23.25814536340852,3.99,0,3.99,92.8,92.8
Chocolate,Toblerone Swiss Dark Chocolate With Honey And Almond Nougat,0.1,8.99,0,8.99,89.9,89.9
Chocolate,Hershey's Kisses Creamy Milk Chocolate With Milk 146g,0.146,13.99,0,13.99,95.8,95.8
Chocolate,Munchy's Muzic Chunky Peanut Hazelnut Chocolate Rich Wafer,0.15,4.63,-11,5.2,30.9,34.7
Chocolate,Snickers Cocoa Beans,0.051,8.35,-15,9.79,163.7,192.6
Chocolate,Cadbury Regular Dairy Milk Chocolate Bars (10 Sachets),6.6629955947136565,9.08,-6,9.65,60.5,64.4
Chocolate,Cadbury Dairy Milk Chocolate Mini Bites (22 Pieces),2.2,5.78,-9,6.35,2.6,2.9
Chocolate,Munchy's Oat Krunch Dark Chocolate Cookies (16 Packs),0.027800000000000002,8.12,-8,8.79,292.1,317.5
Chocolate,Kinder Bueno Milk Chocolate Flavored Wafer (3 Sachets),0.043,9.75,-16,11.58,226.7,269.9
Chocolate,Cadbury Cadbury Fruit & Nut Dairy Milk Chocolate Bar,0.1,6.39,0,6.39,63.9,63.9
Chocolate,Koko Krunch Chocolate Flavour Cereal Bar (6 Bars),0.025,11.87,-5,12.49,474.8,499.8
Chocolate,Glico Pocky Family Pack Chocolate Flavour Biscuit Stick,0.176,9.1,-35,13.99,51.7,79.5
Chocolate,Jack 'n Jill Nips Peanut Fun Pack Chocolate,0.208,6.49,0,6.49,31.2,31.2
Chocolate,Milo Activ-Go Nutri Up Chocolate Malt Drink,0.09,2.03,-7,2.19,22.6,24.3
Chocolate,Belvita Breakfast Honey And Chocolate Flavoured Biscuit (8 Pieces),0.02,5.49,0,5.49,274.5,274.5
Chocolate,TOBLERONE Mini Swiss Milk Chocolate With Honey & Almond Nougat,0.2,12.59,0,12.59,62.9,62.9
Chocolate,Cadbury Marvellous Creations Jelly Popping Candy Dairy Milk Chocolate,0.15,9.29,0,9.29,61.9,61.9
Chocolate,Cadbury Marvellous Creations Peanut Toffee Cookie Dairy Milk Chocolate,0.15,9.29,0,9.29,61.9,61.9
Chocolate,Jack 'n Jill Party Pack Cloud 9 Classic Chocolate,0.24,6.59,0,6.59,27.5,27.5
Chocolate,"Jack 'n Jill Cloud 9 Chocolate Filled With Luscious Caramel, Soft Nougat And Peanuts",0.72,21.79,0,21.79,30.3,30.3
Chocolate,"Jack 'n Jill Cloud 9 Plus Chocolate Filled With Creamy Caramel, Rice Cripsies, Nuts",0.72,21.79,0,21.79,30.3,30.3
Chocolate,MASSIMO Favorito Chocolate,0.055,0.9,0,0.9,16.4,16.4
Chocolate,SWEETIE Chocolate Bun,0.28,3.39,0,3.39,12.1,12.1
Chocolate,NONA White Cooking Chocolate,0.2,5.63,-8,6.15,28.1,30.5
Chocolate,Colatta Milk Compound Chocolate,0.25,6.05,0,6.05,24.2,24.2
Chocolate,MIGHTY WHITE Chocolate Bun,0.28,3.08,-9,3.39,11,12.1
Chocolate,Star Artificial Chocolate Colour,0.025,2.45,-9,2.69,98,107.7
Chocolate,Star Artificial Chocolate Flavour,0.025,2.45,-9,2.69,98,107.7
Chocolate,Colatta Strawberry Compound Chocolate,0.25,6.05,0,6.05,24.2,24.2
Chocolate,Dr. Oetker Chocolate Sprinkles,0.05,3.7,0,3.7,74,74
Chocolate,JESS Chocolate Buttermilk Powder,0.2,5.4,0,5.4,27,27
